id,primary_category,secondary_category,question,answer,urls
ae824be0ac76487e86de1904c27c927a,中华文化,中华民俗,驯鹰习俗是哪个少数民族的习俗？,柯尔克孜族,"['https://baike.baidu.com/item/%E8%AE%AD%E9%B9%B0/9103236?fr=ge_ala', 'https://baike.baidu.com/item/%E6%9F%AF%E5%B0%94%E5%85%8B%E5%AD%9C%E6%97%8F%E9%A9%AF%E9%B9%B0%E4%B9%A0%E4%BF%97/2813475?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E5%9B%BD%E5%AE%B6%E7%BA%A7%E9%9D%9E%E7%89%A9%E8%B4%A8%E6%96%87%E5%8C%96%E9%81%97%E4%BA%A7%E4%BB%A3%E8%A1%A8%E6%80%A7%E9%A1%B9%E7%9B%AE%E5%90%8D%E5%BD%95']"
3a57657b57654ea4b90ad900811f4877,中华文化,中华民俗,上古重要的年终祭祀日腊八节是在哪个朝代才被固定在腊月初八的？,魏晋南北朝,"['https://baike.baidu.com/item/%E8%85%8A%E5%85%AB%E8%8A%82/430373?fr=ge_ala', 'https://baike.baidu.com/item/%E8%85%8A%E5%85%AB%E8%8A%82/430373?fr\\u003dge_ala', 'https://www.ahhy.gov.cn/zfxxgk/public/25021/51307759.html']"
25d9d35ea2964d14bb79df97b34ac158,中华文化,中华民俗,李文忠在洪武十七年去世后被追封的封号是什么？,岐阳王,"['https://baike.baidu.com/item/%E6%9D%8E%E6%96%87%E5%BF%A0/5140?fr=ge_ala', 'https://baike.baidu.com/item/%E6%9D%8E%E6%96%87%E5%BF%A0/5140?fr\\u003dge_ala,sohu.com/a/494281468_100261426']"
abf3ffba256c49cea96872f3c1ebe1e4,中华文化,中华民俗,最早介绍踩高跷的哪本书？,《列子·说符》,"['https://baike.baidu.com/item/%E8%B8%A9%E9%AB%98%E8%B7%B7/327678', 'https://baike.baidu.com/item/%E8%B8%A9%E9%AB%98%E8%B7%B7/327678?fr\\u003dge_ala', 'https://baike.baidu.com/item/%E6%9F%B3%E6%9C%A8%E8%85%BF/411198?fr\\u003daladdin']"
575d2ad0f43949dc83395f872d7ac884,中华文化,中华民俗,在《列仙传》中，赤松子被记载为在哪个时代的雨师？,神农时,"['https://zh.wikipedia.org/wiki/%E8%B5%A4%E6%9D%BE%E5%AD%90', 'https://baike.baidu.com/item/%E8%B5%A4%E6%9D%BE%E5%AD%90/2207514', '\\nhttps://zh.wikipedia.org/wiki/%E8%B5%A4%E6%9D%BE%E5%AD%90']"
83f758a05c924adeb3645999df6a4c2a,中华文化,中华民俗,蟳埔女习俗是在哪一年列入国家级非物质文化遗产名录的？,2008,"['https://baike.baidu.com/item/%E8%9F%B3%E5%9F%94%E5%A5%B3%E4%B9%A0%E4%BF%97?fromModule=lemma_search-box', 'https://baike.baidu.com/item/%E8%9F%B3%E5%9F%94%E5%A5%B3%E4%B9%A0%E4%BF%97/12506233?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E8%9F%B3%E5%9F%94%E5%A5%B3']"
514ed3a5d60b47c887254f03ea27aef0,中华文化,中华民俗,唐末民变期间，王审知和他的两位兄弟加入了哪位农民起义领袖的队伍？,王绪,['https://baike.baidu.com/item/%E7%8E%8B%E7%BB%AA/3678441?fr=ge_ala']
b2e34d1ea84c4fabb6c27ef5137a3d4f,中华文化,中华民俗,在中国传统民俗中，十月廿三是哪个神灵的神诞？,青山灵安尊王（青山王）,"['https://zh.wikipedia.org/wiki/%E9%9D%92%E5%B1%B1%E7%81%B5%E5%AE%89%E5%B0%8A%E7%8E%8B', 'http://www.360doc.com/content/23/1030/02/27469941_1102113605.shtml', 'https://baike.baidu.com/item/%E7%81%B6%E7%A5%9E/2059325', 'https://baike.baidu.com/item/%E9%9D%92%E5%B1%B1%E7%8E%8B/3196414?fr\\u003dge_ala']"
514b8e46f0b94d7481539f085576c4c4,中华文化,中华民俗,京族哈节中大家会跳的采茶摸螺舞是从哪个歌舞演变而来的？,《舞采茶》,"['https://baike.baidu.com/item/%E4%BA%AC%E6%97%8F%E5%93%88%E8%8A%82/10791467?fr=ge_ala', 'https://baike.baidu.com/item/%E4%BA%AC%E6%97%8F%E8%88%9E%E8%B9%88/1594179?fr\\u003daladdin']"
fa01b4ebb3374bd7a0ce0dd8d3ceb0d1,中华文化,中华民俗,西迁节主要是哪个少数民族的节日？,锡伯族,"['https://baike.baidu.com/item/%E9%94%A1%E4%BC%AF%E6%97%8F%E8%A5%BF%E8%BF%81%E8%8A%82?fromtitle=%E8%A5%BF%E8%BF%81%E8%8A%82&fromid=11157929&fromModule=lemma_search-box', 'https://baike.baidu.com/item/%E9%94%A1%E4%BC%AF%E6%97%8F%E8%A5%BF%E8%BF%81%E8%8A%82/1832770?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E8%A5%BF%E8%BF%81%E8%8A%82']"
c3a013d4c2bf441ca0e7f97995dede44,中华文化,中华民俗,香港长洲的抢包山活动最早出现在哪个朝代？,清,"['https://baike.baidu.com/item/%E6%8A%A2%E5%8C%85%E5%B1%B1/1675959?fr=ge_ala', 'https://baike.baidu.com/item/%E6%8A%A2%E5%8C%85%E5%B1%B1/1675959?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E9%95%B7%E6%B4%B2%E6%90%B6%E5%8C%85%E5%B1%B1_(%E6%B0%91%E4%BF%97)']"
6be3fb0c8d6a4664bb6d566a4d7fc862,中华文化,中华民俗,“景颇族目瑙纵歌”是云南省哪个县申报的非物质文化遗产？,陇川县,"['https://baike.baidu.com/item/%E6%99%AF%E9%A2%87%E6%97%8F%E7%9B%AE%E7%91%99%E7%BA%B5%E6%AD%8C?fromModule=lemma_search-box', 'https://baike.baidu.com/item/%E6%99%AF%E9%A2%87%E6%97%8F%E7%9B%AE%E7%91%99%E7%BA%B5%E6%AD%8C/3436067?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E7%9B%AE%E7%91%99%E7%BA%B5%E6%AD%8C']"
a2215f9a41d2401b811b89d916b76a88,中华文化,中华民俗,济南市麦丘农耕民俗文化展览馆位于哪一个镇境内？,殷巷镇,"['https://baike.baidu.com/item/%E5%95%86%E6%B2%B3%E5%8E%BF%E9%BA%A6%E4%B8%98%E6%96%87%E5%8C%96%E5%8D%9A%E7%89%A9%E9%A6%86/61567615?fr=ge_ala', 'https://baike.baidu.com/item/%E5%95%86%E6%B2%B3%E5%8E%BF%E9%BA%A6%E4%B8%98%E6%96%87%E5%8C%96%E5%8D%9A%E7%89%A9%E9%A6%86/61567615?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E6%B5%8E%E5%8D%97%E5%B8%82%E9%BA%A6%E4%B8%98%E5%86%9C%E8%80%95%E6%B0%91%E4%BF%97%E6%96%87%E5%8C%96%E5%B1%95%E8%A7%88%E9%A6%86']"
5c5230a91ac44b6e95444e4aa925ee6f,中华文化,中华民俗,在中国民间信仰中，被认为擅长簿记和保护商业利益的“武财神”是哪位历史人物？,关羽,"['https://zh.wikipedia.org/wiki/%E8%B2%A1%E7%A5%9E', 'https://zhidao.baidu.com/question/423962047712325772.html', 'https://www.chinanews.com.cn/sh/2022/02-05/9668776.shtml', 'https://www.zhihu.com/topic/19608984/intro', 'https://zhidao.baidu.com/question/423962047712325772.html', 'https://www.zhihu.com/topic/19608984/intro', 'https://zhidao.baidu.com/question/423962047712325772.html', 'https://www.zhihu.com/topic/19608984/intro', 'https://baike.baidu.com/item/%E5%85%B3%E7%BE%BD/17338']"
4c700586091c4c41a0c1ad781547465d,中华文化,中国历史,中国评剧剧作家何孝充是哪一年出生的？,1932,"['https://baike.baidu.com/item/%E4%BD%95%E5%AD%9D%E5%85%85?fromModule=lemma_search-box', 'https://zh.wikipedia.org/wiki/%E4%BD%95%E5%AD%9D%E5%85%85', 'https://baike.baidu.com/item/%E4%BD%95%E5%AD%9D%E5%85%85/2668653']"
db8b27f614574503a1bbe6641f1f3cda,中华文化,中国历史,杨月楼奇案发生在哪一年？,1873年,"['https://baike.baidu.com/item/%E6%9D%A8%E6%9C%88%E6%A5%BC%E5%A5%87%E6%A1%88/3862770?fr=ge_ala', 'https://zh.wikipedia.org/wiki/%E6%A5%8A%E6%9C%88%E6%A8%93%E5%A5%87%E6%A1%88', 'https://baike.baidu.com/item/%E6%9D%A8%E6%9C%88%E6%A5%BC%E5%A5%87%E6%A1%88/3862770?fr\\u003dge_ala']"
1d27b8747dc7436f8110391521ac9d57,中华文化,中国历史,新民厅是在哪一年从承德、广宁二县地析置成立的？,1813,"['https://zh.wikipedia.org/wiki/%E6%96%B0%E6%B0%91%E5%8E%85', 'https://baike.baidu.com/item/%E6%96%B0%E6%B0%91%E5%8E%85/5035456?fr\\u003dge_ala']"
0d0cd3ffee534a4fa76208f7b626d5bf,中华文化,中国历史,东秦州义川郡的永宁县在西魏文帝大统十三年间改名为什么？,太平县,"['https://zh.wikipedia.org/wiki/%E6%B0%B8%E5%AF%A7%E7%B8%A3_(%E7%BE%A9%E5%B7%9D%E9%83%A1)', 'http://dfz.shaanxi.gov.cn/sqzlk/xbsxsz/szdyl/xzjzz/201610/t20161024_685175.html', 'http://dfz.shaanxi.gov.cn/sqzlk/xbsxz/sxdyl/yas_16203/yichuanxz/201012/t20101221_748007.html']"
64872efc08404305a7dcb956c27ced94,中华文化,中国历史,海阳义园是在哪一年被朝阳区人民政府公布为北京市朝阳区重点文物保护单位？,1986,"['https://baike.baidu.com/item/%E6%B5%B7%E9%98%B3%E4%B9%89%E5%9B%AD?fromModule=lemma_search-box', 'https://zh.wikipedia.org/wiki/%E6%B5%B7%E9%98%B3%E4%B9%89%E5%9B%AD', 'https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%B8%82%E6%9C%9D%E9%98%B3%E5%8C%BA%E6%96%87%E7%89%A9%E4%BF%9D%E6%8A%A4%E5%8D%95%E4%BD%8D']"
e8daf280d3f847f9ae7ad5b17d7825ab,中华文化,中国历史,在宋代，会要所隶属什么机构的管辖？,秘书省,"['https://baike.baidu.com/item/%E4%BC%9A%E8%A6%81%E6%89%80?fromModule=lemma_search-box', 'https://baike.baidu.com/item/%E7%A7%98%E4%B9%A6%E7%9C%81/1082444']"
514cc1bdf5994379beb3ee7cfe96648c,中华文化,中国历史,东晋时期因战功封为东乡侯的将军是谁？,陶侃,"['https://baike.baidu.com/item/%E9%99%B6%E4%BE%83/16525', 'https://zh.wikipedia.org/wiki/%E9%99%B6%E4%BE%83', 'https://baike.baidu.com/item/%E9%99%B6%E4%BE%83/16525?fr\\u003dge_ala']"
